hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,channel_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,channel_score_phone_call,frequency_score_webinar,recency_score_webinar,channel_score_webinar,frequency_score_email,recency_score_email,channel_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_digital_ad,arbitrary_weighted_score,entropy_weighted_score,arbitrary_weighted_rank,entropy_weighted_rank,score_difference_entropy_minus_arbitrary,recommended_channel,engagement_eligible
256,Jason,Murphy,dermatology,medium_value,TERR_12,Kansas City,MO,private_practice,2.7,False,In-Person-Heavy,4.0,8.0,6.0,4.0,2.0,0.25,0.25,0.3333333333333333,1.0,0.0,28.0,107.0,44.0,52.0,168.0,0.23529411764705882,0.36585365853658536,0.6437589670014346,0.375,0.4054054054054054,0.36024774774774776,0.2,0.15151515151515152,0.0903030303030303,0.47058823529411764,0.21897810218978103,0.3099720910261915,0.25,0.5172413793103449,0.303448275862069,37.53,34.73,134,124,-2.8,rep_visit,True
257,Kathleen,Gray,dermatology,medium_value,TERR_16,San Jose,CA,private_practice,2.6,False,Digital-Heavy,9.0,11.0,2.0,3.0,3.0,0.1111111111111111,0.2727272727272727,0.5,0.0,0.3333333333333333,3.0,28.0,63.0,172.0,72.0,0.17647058823529413,0.1485148514851485,0.08264414676761794,0.125,0.3225806451612903,0.35201612903225804,0.3,0.29411764705882354,0.3154901960784314,0.6470588235294118,0.5172413793103449,0.4339295592845288,0.5625,0.9090909090909091,0.40612373737373736,28.43,32.15,279,167,3.72,email,True
258,Karen,Decker,dermatology,low_value,TERR_01,Phoenix,AZ,private_practice,2.0,False,In-Person-Heavy,3.0,4.0,4.0,1.0,1.0,0.0,0.5,0.25,0.0,0.0,1.0,17.0,120.0,113.0,342.0,0.058823529411764705,0.2097902097902098,0.05960510078157137,0.25,0.2,0.24000000000000002,0.1,0.08064516129032258,0.046129032258064515,0.23529411764705882,0.6382978723404256,0.44824780976220274,0.1875,0.9677419354838709,0.24979838709677418,17.98,21.46,446,397,3.48,email,True
259,Johnny,Miller,endocrinology,low_value,TERR_28,Miami,FL,clinic,0.6,False,In-Person-Heavy,4.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,7.0,63.0,16.0,22.0,,0.35294117647058826,0.5769230769230769,0.47126696832579185,0.25,0.6521739130434783,0.20543478260869563,0.0,0.0,0.0,0.17647058823529413,0.3225806451612903,0.1174573055028463,0.25,0.8108108108108107,0.23716216216216218,23.57,21.51,374,396,-2.06,rep_visit,True
260,Andrew,Ryan,dermatology,high_value,TERR_49,Arlington,TX,private_practice,0.8,False,Mixed,3.0,4.0,10.0,15.0,2.0,0.0,0.0,0.4,0.8,0.0,1.0,183.0,78.0,22.0,115.0,0.8823529411764706,0.5769230769230769,0.7800904977375567,0.625,0.2777777777777778,0.4430555555555556,0.2,0.2068965517241379,0.10137931034482758,0.23529411764705882,0.14084507042253522,0.09875724937862469,0.1875,0.9677419354838709,0.24979838709677418,39.52,33.52,105,148,-6.0,rep_visit,True
261,Zoe,Bell,endocrinology,low_value,TERR_20,Cleveland,OH,private_practice,2.5,False,Digital-Heavy,4.0,7.0,9.0,5.0,3.0,0.25,0.0,0.1111111111111111,0.6,0.0,21.0,29.0,4.0,79.0,112.0,0.29411764705882354,0.27522935779816515,0.4432811656772801,0.5625,0.8823529411764706,0.4007761437908497,0.3,0.2112676056338028,0.13225352112676056,0.4117647058823529,0.5084745762711864,0.22522432701894318,0.25,0.5882352941176471,0.31764705882352945,32.1,30.76,229,199,-1.34,rep_visit,True
262,Debra,Harrington,oncology,low_value,TERR_26,Louisville,KY,hospital,6.3,True,Mixed,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,56.0,,,,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.24793388429752067,0.31292011019283744,0.0,0.0,0.0,0.125,0.3488372093023256,0.10726744186046511,7.87,8.06,498,498,0.19,Do Not Contact,False
263,Denise,Webster,primary_care,low_value,TERR_49,Columbus,OH,private_practice,2.5,False,In-Person-Heavy,1.0,4.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.75,81.0,11.0,207.0,164.0,130.0,0.17647058823529413,0.15463917525773196,0.08386901152213463,0.125,0.12658227848101264,0.5628164556962025,0.4,0.1875,0.5325,0.23529411764705882,0.7317073170731707,0.21692969870875178,0.0625,0.27027027027027023,0.07280405405405405,28.77,26.6,273,290,-2.17,phone_call,True
264,Stefanie,Gonzalez,endocrinology,high_value,TERR_24,Miami,FL,private_practice,1.6,False,Digital-Heavy,4.0,5.0,7.0,9.0,2.0,0.25,0.0,0.0,0.1111111111111111,0.0,81.0,88.0,17.0,39.0,198.0,0.5294117647058824,0.4347826086956522,0.3013356067064507,0.4375,0.6382978723404256,0.25890957446808516,0.2,0.13157894736842105,0.0863157894736842,0.29411764705882354,0.2542372881355932,0.1390827517447657,0.25,0.27027027027027023,0.25405405405405407,21.84,21.32,400,399,-0.52,rep_visit,True
265,Andrew,Hernandez,oncology,medium_value,TERR_43,Cleveland,OH,hospital,0.5,False,Mixed,6.0,8.0,2.0,0.0,2.0,0.16666666666666666,0.125,0.5,0.0,0.0,49.0,16.0,88.0,,0.0,0.0,0.0,0.0,0.125,0.2542372881355932,0.3383474576271186,0.2,1.0,0.26,0.47058823529411764,0.6521739130434783,0.3341112531969309,0.375,0.379746835443038,0.2717827004219409,21.06,23.87,408,356,2.81,phone_call,True
266,David,Caldwell,endocrinology,low_value,TERR_45,San Francisco,CA,clinic,5.5,False,In-Person-Heavy,3.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.3333333333333333,73.0,49.0,169.0,329.0,287.0,0.058823529411764705,0.08356545961002786,0.534360150745535,0.0625,0.1507537688442211,0.048900753768844216,0.3,0.09463722397476342,0.27559411146161933,0.29411764705882354,0.379746835443038,0.1641846612062547,0.1875,0.29126213592233013,0.11450242718446602,26.7,22.53,317,381,-4.17,rep_visit,True
267,Anne,Robinson,oncology,high_value,TERR_05,Wichita,KS,hospital,1.9,False,Digital-Heavy,6.0,4.0,12.0,5.0,5.0,0.0,0.25,0.4166666666666667,0.4,0.0,23.0,171.0,8.0,31.0,45.0,0.29411764705882354,0.49180327868852464,0.386595949855352,0.75,0.7894736842105263,0.5912280701754387,0.5,0.4,0.23,0.23529411764705882,0.14925373134328357,0.22543898156277437,0.375,0.5660377358490566,0.2257075471698113,34.79,32.19,187,166,-2.6,phone_call,True
268,Holly,Wang,oncology,medium_value,TERR_43,San Jose,CA,cancer_center,2.7,False,In-Person-Heavy,3.0,3.0,5.0,1.0,3.0,0.0,0.0,0.2,0.0,0.0,71.0,259.0,8.0,2.0,85.0,0.058823529411764705,0.9375,0.2051470588235294,0.3125,0.7894736842105263,0.3516447368421053,0.3,0.2608695652173913,0.14217391304347826,0.17647058823529413,0.10380622837370243,0.07370242214532872,0.1875,0.297029702970297,0.1156559405940594,18.87,17.06,435,447,-1.81,phone_call,True
269,Gary,Lawson,oncology,medium_value,TERR_27,San Diego,CA,hospital,1.5,False,Mixed,6.0,6.0,6.0,3.0,5.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6,77.0,21.0,51.0,14.0,94.0,0.17647058823529413,0.6818181818181818,0.5226381461675579,0.375,0.37037037037037035,0.2699074074074074,0.5,0.24193548387096778,0.4983870967741935,0.35294117647058826,0.5882352941176471,0.30686274509803924,0.375,0.2803738317757009,0.33524143302180687,40.68,38.39,81,50,-2.29,rep_visit,True
270,Julie,Wilson,primary_care,low_value,TERR_19,Milwaukee,WI,clinic,3.6,False,Digital-Heavy,1.0,3.0,11.0,7.0,3.0,0.0,0.6666666666666666,0.45454545454545453,0.5714285714285714,0.0,321.0,86.0,7.0,22.0,137.0,0.4117647058823529,0.5769230769230769,0.524628312863607,0.6875,0.8108108108108107,0.5956848894348894,0.3,0.17964071856287425,0.12592814371257485,0.17647058823529413,0.25862068965517243,0.437998647734956,0.0625,0.08547008547008547,0.03584401709401709,37.28,32.64,138,162,-4.64,phone_call,True
271,Lori,Oconnell,dermatology,medium_value,TERR_06,Dallas,TX,clinic,1.3,False,Digital-Heavy,4.0,5.0,3.0,0.0,2.0,0.25,0.4,0.0,0.0,0.5,37.0,50.0,46.0,,14.0,0.0,0.0,0.0,0.1875,0.39473684210526316,0.13519736842105262,0.2,0.6818181818181818,0.44636363636363635,0.29411764705882354,0.37499999999999994,0.3632352941176471,0.25,0.44776119402985076,0.28955223880597014,21.42,24.56,405,338,3.14,webinar,True
272,Daniel,Johnson,primary_care,low_value,TERR_09,Fort Worth,TX,private_practice,0.8,False,Digital-Heavy,7.0,7.0,3.0,2.0,2.0,0.0,0.7142857142857143,0.0,0.5,0.5,11.0,3.0,193.0,35.0,78.0,0.11764705882352941,0.46153846153846145,0.3776018099547511,0.1875,0.13452914798206278,0.08315582959641254,0.2,0.2777777777777778,0.3655555555555556,0.4117647058823529,0.9090909090909091,0.6624904507257449,0.4375,0.7317073170731707,0.27759146341463414,34.4,35.58,189,103,1.18,email,True
273,Larry,Byrd,primary_care,medium_value,TERR_13,Raleigh,NC,private_practice,4.2,False,Digital-Heavy,9.0,11.0,6.0,2.0,3.0,0.2222222222222222,0.2727272727272727,0.0,0.0,0.3333333333333333,51.0,60.0,73.0,114.0,23.0,0.11764705882352941,0.20833333333333334,0.0769607843137255,0.375,0.29126213592233013,0.170752427184466,0.3,0.5660377358490566,0.369874213836478,0.6470588235294118,0.3333333333333333,0.3971479500891265,0.5625,0.37037037037037035,0.3539351851851852,24.39,27.76,360,266,3.37,email,True
274,Susan,Sanders,cardiology,low_value,TERR_07,Oklahoma City,OK,clinic,2.6,False,Mixed,5.0,3.0,4.0,1.0,2.0,0.0,0.0,0.25,0.0,0.0,59.0,263.0,11.0,294.0,28.0,0.058823529411764705,0.09259259259259259,0.03616557734204793,0.25,0.7317073170731707,0.3463414634146341,0.2,0.5172413793103449,0.16344827586206898,0.17647058823529413,0.10238907849829351,0.07341899217024694,0.3125,0.33707865168539325,0.16116573033707865,14.8,15.07,470,467,0.27,phone_call,True
275,Jennifer,Jones,dermatology,medium_value,TERR_29,Oklahoma City,OK,private_practice,5.2,False,In-Person-Heavy,7.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,35.0,21.0,4.0,11.0,95.0,0.17647058823529413,0.7317073170731707,0.5326159732185557,0.5625,0.8823529411764706,0.3452205882352941,0.3,0.24000000000000005,0.138,0.5294117647058824,0.5882352941176471,0.27647058823529413,0.4375,0.46153846153846145,0.2235576923076923,33.14,30.31,210,212,-2.83,rep_visit,True
276,Hannah,Burton,primary_care,high_value,TERR_44,Atlanta,GA,private_practice,1.5,False,Digital-Heavy,3.0,7.0,5.0,8.0,2.0,0.0,0.2857142857142857,0.4,0.5,1.0,143.0,10.0,17.0,1.0,119.0,0.47058823529411764,0.9677419354838709,0.5847248576850095,0.3125,0.6382978723404256,0.42140957446808514,0.2,0.20134228187919462,0.6002684563758389,0.4117647058823529,0.75,0.41638655462184876,0.1875,0.17341040462427745,0.0909320809248555,45.59,39.88,25,34,-5.71,webinar,True
277,Curtis,Barton,oncology,high_value,TERR_09,Chicago,IL,cancer_center,7.0,False,Digital-Heavy,4.0,4.0,6.0,2.0,6.0,0.0,0.25,0.5,0.0,0.3333333333333333,150.0,16.0,32.0,119.0,21.0,0.11764705882352941,0.20134228187919462,0.07556257402289775,0.375,0.48387096774193555,0.4592741935483871,0.6,0.5882352941176471,0.4643137254901961,0.23529411764705882,0.6521739130434783,0.3260230179028133,0.25,0.16666666666666666,0.10833333333333334,27.25,26.58,307,291,-0.67,webinar,True
278,Melissa,Burke,dermatology,high_value,TERR_06,Memphis,TN,hospital,3.8,False,Digital-Heavy,5.0,6.0,10.0,3.0,5.0,0.0,0.0,0.4,0.6666666666666666,0.6,11.0,35.0,2.0,49.0,59.0,0.17647058823529413,0.379746835443038,0.46222387689252914,0.625,0.9375,0.575,0.5,0.33707865168539325,0.5174157303370785,0.35294117647058826,0.46153846153846145,0.19819004524886877,0.3125,0.7317073170731707,0.24009146341463414,42.29,38.14,63,54,-4.15,phone_call,True
279,David,Riggs,dermatology,high_value,TERR_15,Oakland,CA,hospital,4.7,False,Mixed,9.0,12.0,1.0,2.0,2.0,0.3333333333333333,0.08333333333333333,1.0,0.5,1.0,38.0,23.0,52.0,122.0,234.0,0.11764705882352941,0.19736842105263158,0.32476780185758514,0.0625,0.36585365853658536,0.5919207317073171,0.2,0.11363636363636363,0.5827272727272728,0.7058823529411765,0.5660377358490566,0.3666389197188309,0.5625,0.4411764705882353,0.4236519607843137,45.09,44.83,29,6,-0.26,phone_call,True
280,Kimberly,Reed,endocrinology,medium_value,TERR_06,Tulsa,OK,clinic,0.5,False,Digital-Heavy,6.0,8.0,2.0,4.0,4.0,0.0,0.125,0.5,0.25,0.0,1.0,116.0,94.0,67.0,74.0,0.23529411764705882,0.30927835051546393,0.2574439053972104,0.125,0.24193548387096778,0.33588709677419354,0.4,0.28846153846153844,0.17769230769230768,0.47058823529411764,0.2054794520547945,0.2447723609991942,0.375,0.9677419354838709,0.3060483870967742,26.26,26.74,329,288,0.48,phone_call,True
281,Ross,Wood,oncology,medium_value,TERR_16,Wichita,KS,cancer_center,2.4,False,Mixed,5.0,8.0,7.0,1.0,2.0,0.0,0.375,0.14285714285714285,0.0,1.0,109.0,59.0,10.0,150.0,43.0,0.058823529411764705,0.16666666666666666,0.050980392156862744,0.4375,0.75,0.35267857142857145,0.2,0.410958904109589,0.6421917808219179,0.47058823529411764,0.33707865168539325,0.39609220092531394,0.3125,0.21582733812949642,0.1369154676258993,29.42,29.39,267,229,-0.03,webinar,True
282,William,Peterson,dermatology,medium_value,TERR_11,Charlotte,NC,hospital,4.7,False,In-Person-Heavy,2.0,6.0,3.0,10.0,2.0,0.5,0.16666666666666666,0.0,0.0,0.5,263.0,39.0,60.0,18.0,109.0,0.5882352941176471,0.625,0.30147058823529416,0.1875,0.3333333333333333,0.12291666666666666,0.2,0.21582733812949642,0.3531654676258993,0.35294117647058826,0.4347826086956522,0.27617220801364023,0.125,0.10238907849829351,0.30797781569965865,27.33,27.61,305,268,0.28,webinar,True
283,Melissa,Short,endocrinology,high_value,TERR_48,Tulsa,OK,hospital,2.7,False,Digital-Heavy,6.0,5.0,7.0,6.0,7.0,0.0,0.2,0.0,1.0,0.2857142857142857,9.0,58.0,142.0,2.0,51.0,0.35294117647058826,0.9375,0.7933823529411764,0.4375,0.1744186046511628,0.16613372093023257,0.7,0.37037037037037035,0.42693121693121694,0.29411764705882354,0.3409090909090909,0.25641711229946523,0.375,0.7692307692307692,0.26634615384615384,43.5,38.09,46,55,-5.41,rep_visit,True
284,Daniel,Yu,cardiology,low_value,TERR_08,San Francisco,CA,clinic,1.4,False,Mixed,4.0,2.0,3.0,1.0,4.0,0.0,0.0,0.3333333333333333,1.0,0.5,70.0,191.0,150.0,114.0,95.0,0.058823529411764705,0.20833333333333334,0.5593137254901961,0.1875,0.16666666666666666,0.25625,0.4,0.24000000000000005,0.41800000000000004,0.11764705882352941,0.13574660633484165,0.06244343891402715,0.25,0.3,0.135,33.23,27.52,208,270,-5.71,rep_visit,True
285,Cynthia,Poole,oncology,high_value,TERR_25,Baltimore,MD,cancer_center,0.7,False,In-Person-Heavy,4.0,6.0,6.0,7.0,7.0,0.0,0.3333333333333333,0.0,0.42857142857142855,0.14285714285714285,3.0,30.0,36.0,66.0,10.0,0.4117647058823529,0.3125,0.40031512605042013,0.375,0.45454545454545453,0.2034090909090909,0.7,0.75,0.43142857142857144,0.35294117647058826,0.5,0.37254901960784315,0.25,0.9090909090909091,0.25681818181818183,34.15,32.92,195,160,-1.23,webinar,True
286,Jasmine,Graham,cardiology,low_value,TERR_39,Fort Worth,TX,private_practice,0.5,False,Mixed,0.0,1.0,5.0,8.0,1.0,0.0,0.0,0.6,1.0,0.0,,161.0,10.0,31.0,239.0,0.47058823529411764,0.49180327868852464,0.7395371263259402,0.3125,0.75,0.54375,0.1,0.11152416356877323,0.05230483271375465,0.058823529411764705,0.15706806282722513,0.049060671388974436,0.0,0.0,0.0,34.84,26.19,186,303,-8.65,rep_visit,True
287,Jessica,Sheppard,primary_care,low_value,TERR_07,New York,NY,private_practice,2.8,False,Mixed,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.25,0.6666666666666666,0.0,106.0,2.0,281.0,95.0,53.0,0.17647058823529413,0.24000000000000005,0.43427450980392157,0.25,0.09646302250803858,0.21929260450160773,0.1,0.3614457831325301,0.10228915662650602,0.11764705882352941,0.9375,0.2227941176470588,0.125,0.22058823529411764,0.08161764705882353,24.03,20.82,368,402,-3.21,rep_visit,True
288,Joseph,Morton,endocrinology,medium_value,TERR_13,El Paso,TX,private_practice,3.6,False,Digital-Heavy,5.0,4.0,5.0,3.0,3.0,0.6,0.25,0.2,0.0,0.3333333333333333,22.0,10.0,203.0,50.0,102.0,0.17647058823529413,0.37499999999999994,0.12794117647058822,0.3125,0.12875536480686695,0.2195010729613734,0.3,0.22727272727272727,0.3021212121212121,0.23529411764705882,0.75,0.34558823529411764,0.3125,0.5769230769230769,0.5091346153846154,27.09,31.45,309,187,4.36,digital_ad,True
289,Amanda,Webb,dermatology,medium_value,TERR_42,San Diego,CA,hospital,3.5,False,Digital-Heavy,3.0,0.0,8.0,16.0,8.0,0.3333333333333333,0.0,0.5,0.875,0.25,190.0,,2.0,22.0,108.0,0.9411764705882353,0.5769230769230769,0.835237556561086,0.5,0.9375,0.5875,0.8,0.2173913043478261,0.40847826086956524,0.0,0.0,0.0,0.1875,0.13636363636363638,0.25018939393939393,48.73,40.37,7,30,-8.36,rep_visit,True
290,Ryan,Simon,primary_care,low_value,TERR_50,Detroit,MI,private_practice,0.5,False,Mixed,4.0,6.0,8.0,5.0,3.0,0.0,0.16666666666666666,0.25,0.0,0.0,58.0,18.0,30.0,42.0,102.0,0.29411764705882354,0.4166666666666667,0.1715686274509804,0.5,0.5,0.375,0.3,0.22727272727272727,0.13545454545454544,0.35294117647058826,0.625,0.3142156862745098,0.25,0.3409090909090909,0.1431818181818182,22.22,22.16,397,384,-0.06,phone_call,True
291,Joseph,Christian,cardiology,low_value,TERR_10,Tucson,AZ,clinic,3.7,False,Digital-Heavy,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,330.0,,4.0,25.0,,0.35294117647058826,0.5454545454545454,0.5483065953654189,0.3125,0.8823529411764706,0.4702205882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.035416666666666666,26.38,20.1,325,416,-6.28,rep_visit,True
292,Mariah,Miller,oncology,low_value,TERR_44,Fresno,CA,hospital,3.8,False,Digital-Heavy,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,,114.0,49.0,85.0,44.0,0.29411764705882354,0.2608695652173913,0.6404092071611254,0.1875,0.379746835443038,0.6321993670886077,0.2,0.4054054054054054,0.6410810810810812,0.11764705882352941,0.20833333333333334,0.0769607843137255,0.0,0.0,0.0,45.83,36.24,22,90,-9.59,webinar,True
293,Nicole,Sanchez,primary_care,medium_value,TERR_28,San Antonio,TX,private_practice,4.6,False,Digital-Heavy,6.0,7.0,2.0,1.0,3.0,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.0,43.0,57.0,136.0,8.0,0.058823529411764705,0.18072289156626506,0.05379163713678242,0.125,0.3448275862068966,0.3564655172413793,0.3,0.7894736842105263,0.5812280701754386,0.4117647058823529,0.410958904109589,0.2057211925866237,0.375,1.0,0.4791666666666667,30.64,33.49,247,150,2.85,webinar,True
294,Steven,Bishop,cardiology,low_value,TERR_25,Los Angeles,CA,private_practice,2.6,False,Digital-Heavy,3.0,3.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,73.0,197.0,101.0,60.0,343.0,0.17647058823529413,0.3333333333333333,0.28627450980392155,0.125,0.22900763358778622,0.08330152671755725,0.1,0.08042895442359249,0.5460857908847185,0.17647058823529413,0.13215859030837004,0.07937289453226225,0.1875,0.29126213592233013,0.2811690938511327,26.58,25.29,321,324,-1.29,webinar,True
295,Nicholas,Johnson,cardiology,high_value,TERR_41,Arlington,TX,hospital,0.5,False,Mixed,2.0,3.0,9.0,9.0,5.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.4,93.0,79.0,39.0,24.0,10.0,0.5294117647058824,0.5555555555555556,0.6032679738562091,0.5625,0.4347826086956522,0.4779287439613526,0.5,0.75,0.5,0.17647058823529413,0.27522935779816515,0.10798704803022127,0.125,0.24390243902439027,0.08628048780487806,40.57,33.27,83,152,-7.3,rep_visit,True
296,Melissa,White,cardiology,low_value,TERR_19,Houston,TX,clinic,0.6,False,Digital-Heavy,2.0,2.0,6.0,0.0,2.0,0.0,0.5,0.16666666666666666,0.0,0.0,115.0,109.0,11.0,,221.0,0.0,0.0,0.0,0.375,0.7317073170731707,0.34217479674796747,0.2,0.1195219123505976,0.08390438247011953,0.11764705882352941,0.21582733812949642,0.3284595852729581,0.125,0.2068965517241379,0.07887931034482759,14.63,15.88,472,461,1.25,phone_call,True
297,Jason,Salinas,oncology,low_value,TERR_37,Tucson,AZ,hospital,0.6,False,In-Person-Heavy,4.0,5.0,2.0,1.0,2.0,0.25,0.2,0.5,0.0,0.0,59.0,32.0,205.0,273.0,267.0,0.058823529411764705,0.09900990099009901,0.03744903902154922,0.125,0.12765957446808512,0.313031914893617,0.2,0.10101010101010101,0.0802020202020202,0.29411764705882354,0.48387096774193555,0.2850094876660342,0.25,0.33707865168539325,0.26741573033707866,17.27,20.05,454,417,2.78,phone_call,True
298,Matthew,Beard,endocrinology,medium_value,TERR_06,Raleigh,NC,private_practice,4.1,False,In-Person-Heavy,1.0,2.0,7.0,11.0,3.0,0.0,0.0,0.2857142857142857,0.45454545454545453,0.3333333333333333,51.0,297.0,24.0,16.0,87.0,0.6470588235294118,0.6521739130434783,0.5518251569402465,0.4375,0.5555555555555556,0.385218253968254,0.3,0.25641025641025644,0.3079487179487179,0.11764705882352941,0.09174311926605504,0.05364274150026983,0.0625,0.37037037037037035,0.09282407407407407,32.62,26.47,224,294,-6.15,rep_visit,True
299,Jacqueline,Hill,endocrinology,medium_value,TERR_32,Boston,MA,private_practice,0.8,False,In-Person-Heavy,2.0,2.0,9.0,7.0,3.0,0.0,0.0,0.5555555555555556,0.14285714285714285,0.0,2.0,14.0,22.0,58.0,53.0,0.4117647058823529,0.3409090909090909,0.26313980137509546,0.5625,0.5769230769230769,0.5619123931623932,0.3,0.3614457831325301,0.162289156626506,0.11764705882352941,0.6818181818181818,0.17165775401069516,0.125,0.9375,0.225,28.33,26.95,283,285,-1.38,phone_call,True
300,Alejandro,Vaughan,oncology,high_value,TERR_03,El Paso,TX,cancer_center,3.1,False,Digital-Heavy,2.0,0.0,9.0,13.0,5.0,0.0,0.0,0.3333333333333333,0.6923076923076923,0.2,101.0,,81.0,11.0,1.0,0.7647058823529411,0.7317073170731707,0.7219070742743626,0.5625,0.27027027027027023,0.3894707207207207,0.5,0.9677419354838709,0.4435483870967742,0.0,0.0,0.0,0.125,0.22900763358778622,0.08330152671755725,39.57,30.97,104,194,-8.6,rep_visit,True
301,Christopher,Cortez,oncology,medium_value,TERR_30,San Diego,CA,private_practice,5.3,False,Mixed,2.0,1.0,8.0,8.0,2.0,0.0,0.0,0.5,0.625,0.0,198.0,169.0,7.0,21.0,56.0,0.47058823529411764,0.5882352941176471,0.5713235294117647,0.5,0.8108108108108107,0.5621621621621622,0.2,0.3488372093023256,0.12976744186046513,0.058823529411764705,0.1507537688442211,0.04779781259237363,0.125,0.13157894736842105,0.06381578947368421,32.65,26.03,223,308,-6.62,rep_visit,True
302,Tracy,Chang,endocrinology,low_value,TERR_29,Milwaukee,WI,private_practice,1.5,False,Digital-Heavy,6.0,3.0,5.0,0.0,1.0,0.16666666666666666,0.0,0.4,0.0,0.0,84.0,59.0,2.0,,175.0,0.0,0.0,0.0,0.3125,0.9375,0.48125,0.1,0.14634146341463417,0.05926829268292683,0.17647058823529413,0.33707865168539325,0.12035690680766689,0.375,0.2631578947368421,0.24846491228070172,16.34,18.08,461,435,1.74,phone_call,True
303,Hannah,Brewer,primary_care,low_value,TERR_12,Indianapolis,IN,private_practice,4.7,False,Mixed,4.0,7.0,5.0,8.0,1.0,0.25,0.14285714285714285,0.6,0.5,0.0,18.0,50.0,3.0,25.0,11.0,0.47058823529411764,0.5454545454545454,0.5002673796791444,0.3125,0.9090909090909091,0.5755681818181818,0.1,0.7317073170731707,0.17634146341463414,0.4117647058823529,0.37499999999999994,0.2699579831932773,0.25,0.625,0.325,38.97,36.75,116,74,-2.22,phone_call,True
304,Travis,Mcguire,endocrinology,medium_value,TERR_30,Minneapolis,MN,hospital,2.3,False,Mixed,3.0,9.0,8.0,5.0,2.0,0.0,0.1111111111111111,0.0,0.4,0.0,39.0,10.0,31.0,134.0,262.0,0.29411764705882354,0.18292682926829268,0.3248206599713056,0.5,0.49180327868852464,0.24836065573770494,0.2,0.10273972602739727,0.08054794520547945,0.5294117647058824,0.75,0.3643790849673203,0.1875,0.4347826086956522,0.14320652173913045,23.94,23.14,371,372,-0.8,email,True
305,Christopher,Walker,endocrinology,high_value,TERR_01,Baltimore,MD,hospital,6.2,False,In-Person-Heavy,4.0,11.0,2.0,0.0,2.0,0.25,0.0,0.0,0.0,1.0,11.0,30.0,143.0,,196.0,0.0,0.0,0.0,0.125,0.17341040462427745,0.0721820809248555,0.2,0.13274336283185842,0.5865486725663718,0.6470588235294118,0.5,0.29411764705882354,0.25,0.7317073170731707,0.3463414634146341,22.78,25.94,386,310,3.16,webinar,True
306,Heather,Torres,dermatology,low_value,TERR_08,Colorado Springs,CO,private_practice,3.9,True,In-Person-Heavy,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,205.0,,,106.0,129.0,0.058823529411764705,0.22058823529411764,0.061764705882352944,0.0,0.0,0.0,0.3,0.18867924528301888,0.2944025157232704,0.0,0.0,0.0,0.125,0.12765957446808512,0.06303191489361702,8.69,7.86,495,499,-0.83,Do Not Contact,False
307,Bonnie,Kennedy,primary_care,low_value,TERR_45,Los Angeles,CA,clinic,2.4,False,In-Person-Heavy,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,191.0,122.0,150.0,39.0,165.0,0.11764705882352941,0.4347826086956522,0.12225063938618927,0.125,0.16666666666666666,0.07083333333333333,0.2,0.15384615384615385,0.5907692307692308,0.23529411764705882,0.19736842105263158,0.11006191950464397,0.1875,0.13574660633484165,0.08339932126696832,19.8,18.04,427,436,-1.76,webinar,True
308,Alyssa,Coleman,primary_care,high_value,TERR_09,New York,NY,private_practice,0.9,False,Digital-Heavy,4.0,2.0,7.0,7.0,6.0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666666,183.0,149.0,37.0,1.0,57.0,0.4117647058823529,0.9677419354838709,0.4599349417186229,0.4375,0.44776119402985076,0.22080223880597016,0.6,0.3448275862068966,0.33229885057471265,0.11764705882352941,0.16759776536312848,0.06881367071968453,0.25,0.14084507042253522,0.10316901408450704,27.44,22.76,302,375,-4.68,rep_visit,True
