hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,success_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,success_score_phone_call,frequency_score_webinar,recency_score_webinar,success_score_webinar,frequency_score_email,recency_score_email,success_score_email,frequency_score_digital_ad,recency_score_digital_ad,success_score_digital_ad,entropy_channel_score_rep_visit,entropy_channel_score_phone_call,entropy_channel_score_webinar,entropy_channel_score_email,entropy_channel_score_digital_ad,entropy_weighted_score,entropy_weighted_rank,recommended_channel,engagement_eligible,ml_primary_channel,ml_primary_probability
254,Derek,Murray,endocrinology,high_value,TERR_39,Oklahoma City,OK,private_practice,2.4,False,Digital-Heavy,4.0,5.0,8.0,6.0,3.0,0.0,0.6,0.125,0.6666666666666666,0.3333333333333333,71.0,21.0,16.0,42.0,37.0,0.35294117647058826,0.4166666666666667,0.6666666666666666,0.5,0.6521739130434783,0.125,0.3,0.44776119402985076,0.3333333333333333,0.29411764705882354,0.5882352941176471,0.6,0.25,0.297029702970297,0.0,0.5498475802417953,0.3117165985405509,0.3499912843661524,0.5339330835336185,0.11325727858657557,35.78,92,rep_visit,True,rep_visit,0.4745
255,Brent,Gray,endocrinology,low_value,TERR_02,Sacramento,CA,clinic,5.2,False,Mixed,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.75,0.3333333333333333,1.0,59.0,39.0,94.0,51.0,189.0,0.17647058823529413,0.37037037037037035,0.3333333333333333,0.25,0.24193548387096778,0.75,0.2,0.136986301369863,1.0,0.11764705882352941,0.4347826086956522,0.0,0.125,0.33707865168539325,0.0,0.30833326035008296,0.5412162268720098,0.6556139772925231,0.11412267906870224,0.09550750787968491,31.95,163,webinar,True,rep_visit,0.6223
256,Jason,Murphy,dermatology,medium_value,TERR_12,Kansas City,MO,private_practice,2.7,False,In-Person-Heavy,4.0,8.0,6.0,4.0,2.0,0.25,0.25,0.3333333333333333,1.0,0.0,28.0,107.0,44.0,52.0,168.0,0.23529411764705882,0.36585365853658536,1.0,0.375,0.4054054054054054,0.3333333333333333,0.2,0.15151515151515152,0.0,0.47058823529411764,0.21897810218978103,0.25,0.25,0.5172413793103449,0.25,0.7101460186292523,0.35686252941740915,0.07285159134512813,0.2894988870060722,0.3051009390774938,34.67,114,rep_visit,True,rep_visit,0.6061
257,Kathleen,Gray,dermatology,medium_value,TERR_16,San Jose,CA,private_practice,2.6,False,Digital-Heavy,9.0,11.0,2.0,3.0,3.0,0.1111111111111111,0.2727272727272727,0.5,0.0,0.3333333333333333,3.0,28.0,63.0,172.0,72.0,0.17647058823529413,0.1485148514851485,0.0,0.125,0.3225806451612903,0.5,0.3,0.29411764705882354,0.3333333333333333,0.6470588235294118,0.5172413793103449,0.2727272727272727,0.5625,0.9090909090909091,0.1111111111111111,0.0673374985081057,0.38539725094432453,0.3183124188283823,0.4010248206596086,0.3695569002542851,31.1,181,email,True,rep_visit,0.2132
258,Karen,Decker,dermatology,low_value,TERR_01,Phoenix,AZ,private_practice,2.0,False,In-Person-Heavy,3.0,4.0,4.0,1.0,1.0,0.0,0.5,0.25,0.0,0.0,1.0,17.0,120.0,113.0,342.0,0.058823529411764705,0.2097902097902098,0.0,0.25,0.2,0.25,0.1,0.08064516129032258,0.0,0.23529411764705882,0.6382978723404256,0.5,0.1875,0.9677419354838709,0.0,0.055494114244531365,0.23969079204356564,0.037433538385803,0.4734406974130192,0.23854390150386062,21.32,387,email,True,rep_visit,0.1802
259,Johnny,Miller,endocrinology,low_value,TERR_28,Miami,FL,clinic,0.6,False,In-Person-Heavy,4.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,7.0,63.0,16.0,22.0,,0.35294117647058826,0.5769230769230769,0.5,0.25,0.6521739130434783,0.0,0.0,0.0,0.0,0.17647058823529413,0.3225806451612903,0.0,0.25,0.8108108108108107,0.0,0.4852635793192104,0.18648238890993607,0.0,0.10322710781028846,0.21919080428287696,20.19,411,rep_visit,True,rep_visit,0.4422
260,Andrew,Ryan,dermatology,high_value,TERR_49,Arlington,TX,private_practice,0.8,False,Mixed,3.0,4.0,10.0,15.0,2.0,0.0,0.0,0.4,0.8,0.0,1.0,183.0,78.0,22.0,115.0,0.8823529411764706,0.5769230769230769,0.8,0.625,0.2777777777777778,0.4,0.2,0.2068965517241379,0.0,0.23529411764705882,0.14084507042253522,0.0,0.1875,0.9677419354838709,0.0,0.7711392469380786,0.4216127270233328,0.08427035877858725,0.07799480739451586,0.23854390150386062,31.31,175,rep_visit,True,rep_visit,0.5003
261,Zoe,Bell,endocrinology,low_value,TERR_20,Cleveland,OH,private_practice,2.5,False,Digital-Heavy,4.0,7.0,9.0,5.0,3.0,0.25,0.0,0.1111111111111111,0.6,0.0,21.0,29.0,4.0,79.0,112.0,0.29411764705882354,0.27522935779816515,0.6,0.5625,0.8823529411764706,0.1111111111111111,0.3,0.2112676056338028,0.0,0.4117647058823529,0.5084745762711864,0.0,0.25,0.5882352941176471,0.25,0.4693962177512989,0.36404395482303686,0.1059773844708182,0.19051027666533316,0.31973875970529103,29.18,225,rep_visit,True,rep_visit,0.2747
262,Debra,Harrington,oncology,low_value,TERR_26,Louisville,KY,hospital,6.3,True,Mixed,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,56.0,,,,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.24793388429752067,0.16666666666666666,0.0,0.0,0.0,0.125,0.3488372093023256,0.0,0.0,0.0,0.27358107527384123,0.0,0.09793193619449832,7.48,499,Do Not Contact,False,rep_visit,0.5757
263,Denise,Webster,primary_care,low_value,TERR_49,Columbus,OH,private_practice,2.5,False,In-Person-Heavy,1.0,4.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.75,81.0,11.0,207.0,164.0,130.0,0.17647058823529413,0.15463917525773196,0.0,0.125,0.12658227848101264,1.0,0.4,0.1875,0.75,0.23529411764705882,0.7317073170731707,0.0,0.0625,0.27027027027027023,0.0,0.06860023705538765,0.6378644948686095,0.5612011678293519,0.1998212428810638,0.06872906317400887,28.31,241,phone_call,True,rep_visit,0.3433
264,Stefanie,Gonzalez,endocrinology,high_value,TERR_24,Miami,FL,private_practice,1.6,False,Digital-Heavy,4.0,5.0,7.0,9.0,2.0,0.25,0.0,0.0,0.1111111111111111,0.0,81.0,88.0,17.0,39.0,198.0,0.5294117647058824,0.4347826086956522,0.1111111111111111,0.4375,0.6382978723404256,0.0,0.2,0.13157894736842105,0.0,0.29411764705882354,0.2542372881355932,0.0,0.25,0.27027027027027023,0.25,0.2648777755314354,0.22263221340809272,0.06874106185691667,0.11361318270092588,0.25417940863098687,18.93,423,rep_visit,True,rep_visit,0.4209
265,Andrew,Hernandez,oncology,medium_value,TERR_43,Cleveland,OH,hospital,0.5,False,Mixed,6.0,8.0,2.0,0.0,2.0,0.16666666666666666,0.125,0.5,0.0,0.0,49.0,16.0,88.0,,0.0,0.0,0.0,0.0,0.125,0.2542372881355932,0.5,0.2,1.0,0.0,0.47058823529411764,0.6521739130434783,0.125,0.375,0.379746835443038,0.16666666666666666,0.0,0.37130593334394957,0.2477957263634077,0.30559725041779784,0.2539458046289892,23.45,343,phone_call,True,rep_visit,0.189
266,David,Caldwell,endocrinology,low_value,TERR_45,San Francisco,CA,clinic,5.5,False,In-Person-Heavy,3.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.3333333333333333,73.0,49.0,169.0,329.0,287.0,0.058823529411764705,0.08356545961002786,1.0,0.0625,0.1507537688442211,0.0,0.3,0.09463722397476342,0.3333333333333333,0.29411764705882354,0.379746835443038,0.0,0.1875,0.29126213592233013,0.0,0.61522657496511,0.044086653825476455,0.2771827155321607,0.1394912631751335,0.09906448286372187,22.92,357,rep_visit,True,rep_visit,0.3744
267,Anne,Robinson,oncology,high_value,TERR_05,Wichita,KS,hospital,1.9,False,Digital-Heavy,6.0,4.0,12.0,5.0,5.0,0.0,0.25,0.4166666666666667,0.4,0.0,23.0,171.0,8.0,31.0,45.0,0.29411764705882354,0.49180327868852464,0.4,0.75,0.7894736842105263,0.4166666666666667,0.5,0.4,0.0,0.23529411764705882,0.14925373134328357,0.25,0.375,0.5660377358490566,0.0,0.3968987285797388,0.5628861801540893,0.18650258173827733,0.22616804125028558,0.19472970316624538,30.23,203,phone_call,True,rep_visit,0.4045
268,Holly,Wang,oncology,medium_value,TERR_43,San Jose,CA,cancer_center,2.7,False,In-Person-Heavy,3.0,3.0,5.0,1.0,3.0,0.0,0.0,0.2,0.0,0.0,71.0,259.0,8.0,2.0,85.0,0.058823529411764705,0.9375,0.0,0.3125,0.7894736842105263,0.2,0.3,0.2608695652173913,0.0,0.17647058823529413,0.10380622837370243,0.0,0.1875,0.297029702970297,0.0,0.2055363454286499,0.34494664247696694,0.1162045227986955,0.05811928864607084,0.10025366382572523,15.76,453,phone_call,True,rep_visit,0.1896
269,Gary,Lawson,oncology,medium_value,TERR_27,San Diego,CA,hospital,1.5,False,Mixed,6.0,6.0,6.0,3.0,5.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6,77.0,21.0,51.0,14.0,94.0,0.17647058823529413,0.6818181818181818,0.6666666666666666,0.375,0.37037037037037035,0.16666666666666666,0.5,0.24193548387096778,0.6,0.35294117647058826,0.5882352941176471,0.16666666666666666,0.375,0.2803738317757009,0.3333333333333333,0.567801533698489,0.25201252606238167,0.5053669852107548,0.2923433110767846,0.33108299954403203,38.7,48,rep_visit,True,rep_visit,0.4527
270,Julie,Wilson,primary_care,low_value,TERR_19,Milwaukee,WI,clinic,3.6,False,Digital-Heavy,1.0,3.0,11.0,7.0,3.0,0.0,0.6666666666666666,0.45454545454545453,0.5714285714285714,0.0,321.0,86.0,7.0,22.0,137.0,0.4117647058823529,0.5769230769230769,0.5714285714285714,0.6875,0.8108108108108107,0.45454545454545453,0.3,0.17964071856287425,0.0,0.17647058823529413,0.25862068965517243,0.6666666666666666,0.0625,0.08547008547008547,0.0,0.5393421330431243,0.5764697461077875,0.09945642135424088,0.48054491463148996,0.030626192464156883,32.45,155,phone_call,True,rep_visit,0.5261
271,Lori,Oconnell,dermatology,medium_value,TERR_06,Dallas,TX,clinic,1.3,False,Digital-Heavy,4.0,5.0,3.0,0.0,2.0,0.25,0.4,0.0,0.0,0.5,37.0,50.0,46.0,,14.0,0.0,0.0,0.0,0.1875,0.39473684210526316,0.0,0.2,0.6818181818181818,0.5,0.29411764705882354,0.37499999999999994,0.4,0.25,0.44776119402985076,0.25,0.0,0.12039932814913783,0.4750706780804068,0.3728157427798717,0.29077522549932977,25.49,303,webinar,True,rep_visit,0.3419
272,Daniel,Johnson,primary_care,low_value,TERR_09,Fort Worth,TX,private_practice,0.8,False,Digital-Heavy,7.0,7.0,3.0,2.0,2.0,0.0,0.7142857142857143,0.0,0.5,0.5,11.0,3.0,193.0,35.0,78.0,0.11764705882352941,0.46153846153846145,0.5,0.1875,0.13452914798206278,0.0,0.2,0.2777777777777778,0.5,0.4117647058823529,0.9090909090909091,0.7142857142857143,0.4375,0.7317073170731707,0.0,0.41251831443772174,0.06674862353753126,0.39176394711932133,0.6915095931650629,0.24189176122499131,36.02,90,email,True,rep_visit,0.1877
273,Larry,Byrd,primary_care,medium_value,TERR_13,Raleigh,NC,private_practice,4.2,False,Digital-Heavy,9.0,11.0,6.0,2.0,3.0,0.2222222222222222,0.2727272727272727,0.0,0.0,0.3333333333333333,51.0,60.0,73.0,114.0,23.0,0.11764705882352941,0.20833333333333334,0.0,0.375,0.29126213592233013,0.0,0.3,0.5660377358490566,0.3333333333333333,0.6470588235294118,0.3333333333333333,0.2727272727272727,0.5625,0.37037037037037035,0.2222222222222222,0.0674324256428221,0.13807532714627285,0.3743780336857943,0.3631058948428386,0.3235654817170276,25.91,292,webinar,True,rep_visit,0.2957
274,Susan,Sanders,cardiology,low_value,TERR_07,Oklahoma City,OK,clinic,2.6,False,Mixed,5.0,3.0,4.0,1.0,2.0,0.0,0.0,0.25,0.0,0.0,59.0,263.0,11.0,294.0,28.0,0.058823529411764705,0.09259259259259259,0.0,0.25,0.7317073170731707,0.25,0.2,0.5172413793103449,0.0,0.17647058823529413,0.10238907849829351,0.0,0.3125,0.33707865168539325,0.0,0.03132982209075495,0.3493204181168673,0.14825854609438655,0.057827094790650325,0.1345183521622359,13.94,470,phone_call,True,rep_visit,0.2833
275,Jennifer,Jones,dermatology,medium_value,TERR_29,Oklahoma City,OK,private_practice,5.2,False,In-Person-Heavy,7.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,35.0,21.0,4.0,11.0,95.0,0.17647058823529413,0.7317073170731707,0.6666666666666666,0.5625,0.8823529411764706,0.0,0.3,0.24000000000000005,0.0,0.5294117647058824,0.5882352941176471,0.0,0.4375,0.46153846153846145,0.0,0.5780878831006963,0.2989597320788471,0.1119015490429664,0.2314330656970185,0.18618722292380768,27.66,253,rep_visit,True,rep_visit,0.2434
276,Hannah,Burton,primary_care,high_value,TERR_44,Atlanta,GA,private_practice,1.5,False,Digital-Heavy,3.0,7.0,5.0,8.0,2.0,0.0,0.2857142857142857,0.4,0.5,1.0,143.0,10.0,17.0,1.0,119.0,0.47058823529411764,0.9677419354838709,0.5,0.3125,0.6382978723404256,0.4,0.2,0.20134228187919462,1.0,0.4117647058823529,0.75,0.2857142857142857,0.1875,0.17341040462427745,0.0,0.5903216295342132,0.4309281857654753,0.6688831610187418,0.4076684229786892,0.07476532274417295,40.96,28,webinar,True,rep_visit,0.3075
277,Curtis,Barton,oncology,high_value,TERR_09,Chicago,IL,cancer_center,7.0,False,Digital-Heavy,4.0,4.0,6.0,2.0,6.0,0.0,0.25,0.5,0.0,0.3333333333333333,150.0,16.0,32.0,119.0,21.0,0.11764705882352941,0.20134228187919462,0.0,0.375,0.48387096774193555,0.5,0.6,0.5882352941176471,0.3333333333333333,0.23529411764705882,0.6521739130434783,0.25,0.25,0.16666666666666666,0.0,0.06599098157732514,0.4706672195246108,0.4413721694241952,0.3298622160229865,0.08637848556484909,26.18,285,phone_call,True,rep_visit,0.2995
278,Melissa,Burke,dermatology,high_value,TERR_06,Memphis,TN,hospital,3.8,False,Digital-Heavy,5.0,6.0,10.0,3.0,5.0,0.0,0.0,0.4,0.6666666666666666,0.6,11.0,35.0,2.0,49.0,59.0,0.17647058823529413,0.379746835443038,0.6666666666666666,0.625,0.9375,0.4,0.5,0.33707865168539325,0.6,0.35294117647058826,0.46153846153846145,0.0,0.3125,0.7317073170731707,0.0,0.5055192071492598,0.5576369986707302,0.5249839992634117,0.1685940970708925,0.21588453170329064,37.79,62,phone_call,True,rep_visit,0.259
279,David,Riggs,dermatology,high_value,TERR_15,Oakland,CA,hospital,4.7,False,Mixed,9.0,12.0,1.0,2.0,2.0,0.3333333333333333,0.08333333333333333,1.0,0.5,1.0,38.0,23.0,52.0,122.0,234.0,0.11764705882352941,0.19736842105263158,0.5,0.0625,0.36585365853658536,1.0,0.2,0.11363636363636363,1.0,0.7058823529411765,0.5660377358490566,0.08333333333333333,0.5625,0.4411764705882353,0.3333333333333333,0.3580506367731598,0.6741948484080779,0.6507995900152344,0.31238553660536006,0.4032488006958193,46.88,5,phone_call,True,rep_visit,0.3945
280,Kimberly,Reed,endocrinology,medium_value,TERR_06,Tulsa,OK,clinic,0.5,False,Digital-Heavy,6.0,8.0,2.0,4.0,4.0,0.0,0.125,0.5,0.25,0.0,1.0,116.0,94.0,67.0,74.0,0.23529411764705882,0.30927835051546393,0.25,0.125,0.24193548387096778,0.5,0.4,0.28846153846153844,0.0,0.47058823529411764,0.2054794520547945,0.125,0.375,0.9677419354838709,0.0,0.2591625827941899,0.36876949617588206,0.14269933421810171,0.21349592859140415,0.2775547457864116,25.27,309,phone_call,True,rep_visit,0.2682
281,Ross,Wood,oncology,medium_value,TERR_16,Wichita,KS,cancer_center,2.4,False,Mixed,5.0,8.0,7.0,1.0,2.0,0.0,0.375,0.14285714285714285,0.0,1.0,109.0,59.0,10.0,150.0,43.0,0.058823529411764705,0.16666666666666666,0.0,0.4375,0.75,0.14285714285714285,0.2,0.410958904109589,1.0,0.47058823529411764,0.33707865168539325,0.375,0.3125,0.21582733812949642,0.0,0.04660272276695396,0.3293431376292827,0.7121027880127112,0.38706910008367434,0.1095182520334646,30.0,208,webinar,True,rep_visit,0.2597
282,William,Peterson,dermatology,medium_value,TERR_11,Charlotte,NC,hospital,4.7,False,In-Person-Heavy,2.0,6.0,3.0,10.0,2.0,0.5,0.16666666666666666,0.0,0.0,0.5,263.0,39.0,60.0,18.0,109.0,0.5882352941176471,0.625,0.0,0.1875,0.3333333333333333,0.0,0.2,0.21582733812949642,0.5,0.35294117647058826,0.4347826086956522,0.16666666666666666,0.125,0.10238907849829351,0.5,0.2512520619104911,0.10773889732544653,0.37899074781278796,0.26070379816701167,0.3399972379246864,27.4,256,webinar,True,rep_visit,0.3612
283,Melissa,Short,endocrinology,high_value,TERR_48,Tulsa,OK,hospital,2.7,False,Digital-Heavy,6.0,5.0,7.0,6.0,7.0,0.0,0.2,0.0,1.0,0.2857142857142857,9.0,58.0,142.0,2.0,51.0,0.35294117647058826,0.9375,1.0,0.4375,0.1744186046511628,0.0,0.7,0.37037037037037035,0.2857142857142857,0.29411764705882354,0.3409090909090909,0.2,0.375,0.7692307692307692,0.0,0.852487831353889,0.12698765666235115,0.3893644186161496,0.24863513641548848,0.2366248878948609,36.63,75,rep_visit,True,rep_visit,0.3526
284,Daniel,Yu,cardiology,low_value,TERR_08,San Francisco,CA,clinic,1.4,False,Mixed,4.0,2.0,3.0,1.0,4.0,0.0,0.0,0.3333333333333333,1.0,0.5,70.0,191.0,150.0,114.0,95.0,0.058823529411764705,0.20833333333333334,1.0,0.1875,0.16666666666666666,0.3333333333333333,0.4,0.24000000000000005,0.5,0.11764705882352941,0.13574660633484165,0.0,0.25,0.3,0.0,0.6409517340950239,0.2686275390365681,0.4255863350091809,0.05246619237273456,0.11386970678200731,28.68,235,rep_visit,True,rep_visit,0.537
285,Cynthia,Poole,oncology,high_value,TERR_25,Baltimore,MD,cancer_center,0.7,False,In-Person-Heavy,4.0,6.0,6.0,7.0,7.0,0.0,0.3333333333333333,0.0,0.42857142857142855,0.14285714285714285,3.0,30.0,36.0,66.0,10.0,0.4117647058823529,0.3125,0.42857142857142855,0.375,0.45454545454545453,0.0,0.7,0.75,0.14285714285714285,0.35294117647058826,0.5,0.3333333333333333,0.25,0.9090909090909091,0.0,0.4011425683167042,0.1717417608963232,0.3839583196248541,0.37177692526994977,0.2394546037058437,31.12,180,rep_visit,True,rep_visit,0.2664
286,Jasmine,Graham,cardiology,low_value,TERR_39,Fort Worth,TX,private_practice,0.5,False,Mixed,0.0,1.0,5.0,8.0,1.0,0.0,0.0,0.6,1.0,0.0,,161.0,10.0,31.0,239.0,0.47058823529411764,0.49180327868852464,1.0,0.3125,0.75,0.6,0.1,0.11152416356877323,0.0,0.058823529411764705,0.15706806282722513,0.0,0.0,0.0,0.0,0.7850696201348821,0.5711109959693914,0.04380029950531815,0.04462364270550934,0.0,26.71,270,rep_visit,True,rep_visit,0.6938
287,Jessica,Sheppard,primary_care,low_value,TERR_07,New York,NY,private_practice,2.8,False,Mixed,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.25,0.6666666666666666,0.0,106.0,2.0,281.0,95.0,53.0,0.17647058823529413,0.24000000000000005,0.6666666666666666,0.25,0.09646302250803858,0.25,0.1,0.3614457831325301,0.0,0.11764705882352941,0.9375,0.0,0.125,0.22058823529411764,0.0,0.476705623392542,0.21834310740065982,0.09533017848315088,0.2177750416741561,0.07148902932949919,20.82,399,rep_visit,True,rep_visit,0.3135
288,Joseph,Morton,endocrinology,medium_value,TERR_13,El Paso,TX,private_practice,3.6,False,Digital-Heavy,5.0,4.0,5.0,3.0,3.0,0.6,0.25,0.2,0.0,0.3333333333333333,22.0,10.0,203.0,50.0,102.0,0.17647058823529413,0.37499999999999994,0.0,0.3125,0.12875536480686695,0.2,0.3,0.22727272727272727,0.3333333333333333,0.23529411764705882,0.75,0.25,0.3125,0.5769230769230769,0.6,0.11403514840977606,0.2087169913698044,0.3045300552502615,0.35003240550296677,0.5354252761201956,31.9,164,digital_ad,True,rep_visit,0.3567
289,Amanda,Webb,dermatology,medium_value,TERR_42,San Diego,CA,hospital,3.5,False,Digital-Heavy,3.0,0.0,8.0,16.0,8.0,0.3333333333333333,0.0,0.5,0.875,0.25,190.0,,2.0,22.0,108.0,0.9411764705882353,0.5769230769230769,0.875,0.5,0.9375,0.5,0.8,0.2173913043478261,0.25,0.0,0.0,0.0,0.1875,0.13636363636363638,0.3333333333333333,0.8273097935359128,0.5902055696188003,0.3577084134021562,0.0,0.2623795342144867,39.37,42,rep_visit,True,rep_visit,0.4821
290,Ryan,Simon,primary_care,low_value,TERR_50,Detroit,MI,private_practice,0.5,False,Mixed,4.0,6.0,8.0,5.0,3.0,0.0,0.16666666666666666,0.25,0.0,0.0,58.0,18.0,30.0,42.0,102.0,0.29411764705882354,0.4166666666666667,0.0,0.5,0.5,0.25,0.3,0.22727272727272727,0.0,0.35294117647058826,0.625,0.16666666666666666,0.25,0.3409090909090909,0.0,0.1471035475311504,0.35356049882557294,0.10927738701769218,0.29992361104475096,0.12230451329181721,19.99,414,phone_call,True,rep_visit,0.3125
291,Joseph,Christian,cardiology,low_value,TERR_10,Tucson,AZ,clinic,3.7,False,Digital-Heavy,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.4,0.6666666666666666,0.0,330.0,,4.0,25.0,,0.35294117647058826,0.5454545454545454,0.6666666666666666,0.3125,0.8823529411764706,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.0,0.5764016007356413,0.48124847491452893,0.0,0.0,0.030185628021574214,20.22,409,rep_visit,True,rep_visit,0.4965
292,Mariah,Miller,oncology,low_value,TERR_44,Fresno,CA,hospital,3.8,False,Digital-Heavy,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,,114.0,49.0,85.0,44.0,0.29411764705882354,0.2608695652173913,1.0,0.1875,0.379746835443038,1.0,0.2,0.4054054054054054,1.0,0.11764705882352941,0.20833333333333334,0.0,0.0,0.0,0.0,0.7007386578718529,0.7030666309278615,0.7109577445521669,0.0674324256428221,0.0,39.97,37,webinar,True,rep_visit,0.8121
293,Nicole,Sanchez,primary_care,medium_value,TERR_28,San Antonio,TX,private_practice,4.6,False,Digital-Heavy,6.0,7.0,2.0,1.0,3.0,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.0,43.0,57.0,136.0,8.0,0.058823529411764705,0.18072289156626506,0.0,0.125,0.3448275862068966,0.5,0.3,0.7894736842105263,0.6666666666666666,0.4117647058823529,0.410958904109589,0.0,0.375,1.0,0.3333333333333333,0.04950089367840137,0.3899842177769983,0.6156996550503939,0.17040408979882554,0.4794585159263579,34.51,119,webinar,True,rep_visit,0.1925
294,Steven,Bishop,cardiology,low_value,TERR_25,Los Angeles,CA,private_practice,2.6,False,Digital-Heavy,3.0,3.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,73.0,197.0,101.0,60.0,343.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.125,0.22900763358778622,0.0,0.1,0.08042895442359249,1.0,0.17647058823529413,0.13215859030837004,0.0,0.1875,0.29126213592233013,0.3333333333333333,0.30069681001198345,0.07322497588704874,0.6231469646524964,0.06396509655088246,0.2943171510962912,27.16,262,webinar,True,rep_visit,0.4364
295,Nicholas,Johnson,cardiology,high_value,TERR_41,Arlington,TX,hospital,0.5,False,Mixed,2.0,3.0,9.0,9.0,5.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.4,93.0,79.0,39.0,24.0,10.0,0.5294117647058824,0.5555555555555556,0.6666666666666666,0.5625,0.4347826086956522,0.4444444444444444,0.5,0.75,0.4,0.17647058823529413,0.27522935779816515,0.0,0.125,0.24390243902439027,0.0,0.615200357746187,0.4670147104021019,0.4929702393124008,0.0934640224416617,0.07629604882138033,32.71,150,rep_visit,True,rep_visit,0.6224
296,Melissa,White,cardiology,low_value,TERR_19,Houston,TX,clinic,0.6,False,Digital-Heavy,2.0,2.0,6.0,0.0,2.0,0.0,0.5,0.16666666666666666,0.0,0.0,115.0,109.0,11.0,,221.0,0.0,0.0,0.0,0.375,0.7317073170731707,0.16666666666666666,0.2,0.1195219123505976,0.0,0.11764705882352941,0.21582733812949642,0.5,0.125,0.2068965517241379,0.0,0.0,0.32651448058042565,0.06625509223018161,0.3618565730690793,0.06866602106556685,15.76,453,email,True,rep_visit,0.3498
297,Jason,Salinas,oncology,low_value,TERR_37,Tucson,AZ,hospital,0.6,False,In-Person-Heavy,4.0,5.0,2.0,1.0,2.0,0.25,0.2,0.5,0.0,0.0,59.0,32.0,205.0,273.0,267.0,0.058823529411764705,0.09900990099009901,0.0,0.125,0.12765957446808512,0.5,0.2,0.10101010101010101,0.0,0.29411764705882354,0.48387096774193555,0.2,0.25,0.33707865168539325,0.25,0.032652969426564274,0.34520761388698273,0.062438249974992435,0.2781116107777274,0.2679542385758126,20.07,412,phone_call,True,email,0.242
298,Matthew,Beard,endocrinology,medium_value,TERR_06,Raleigh,NC,private_practice,4.1,False,In-Person-Heavy,1.0,2.0,7.0,11.0,3.0,0.0,0.0,0.2857142857142857,0.45454545454545453,0.3333333333333333,51.0,297.0,24.0,16.0,87.0,0.6470588235294118,0.6521739130434783,0.45454545454545453,0.4375,0.5555555555555556,0.2857142857142857,0.3,0.25641025641025644,0.3333333333333333,0.11764705882352941,0.09174311926605504,0.0,0.0625,0.37037037037037035,0.0,0.5353472270660611,0.37293148831107575,0.3105377521945706,0.043393370392726754,0.08936811814184538,25.57,301,rep_visit,True,rep_visit,0.6154
299,Jacqueline,Hill,endocrinology,medium_value,TERR_32,Boston,MA,private_practice,0.8,False,In-Person-Heavy,2.0,2.0,9.0,7.0,3.0,0.0,0.0,0.5555555555555556,0.14285714285714285,0.0,2.0,14.0,22.0,58.0,53.0,0.4117647058823529,0.3409090909090909,0.14285714285714285,0.5625,0.5769230769230769,0.5555555555555556,0.3,0.3614457831325301,0.0,0.11764705882352941,0.6818181818181818,0.0,0.125,0.9375,0.0,0.23964064292377468,0.561406046065921,0.13694174571787193,0.16505750098784416,0.21930487870484439,25.7,299,phone_call,True,rep_visit,0.2396
300,Alejandro,Vaughan,oncology,high_value,TERR_03,El Paso,TX,cancer_center,3.1,False,Digital-Heavy,2.0,0.0,9.0,13.0,5.0,0.0,0.0,0.3333333333333333,0.6923076923076923,0.2,101.0,,81.0,11.0,1.0,0.7647058823529411,0.7317073170731707,0.6923076923076923,0.5625,0.27027027027027023,0.3333333333333333,0.5,0.9677419354838709,0.2,0.0,0.0,0.0,0.125,0.22900763358778622,0.0,0.7154942815736481,0.3680106494933808,0.42071357624765393,0.0,0.07322497588704874,29.69,216,rep_visit,True,rep_visit,0.5246
